Duration__in_seconds_,ResponseId,RIASEC_1,RIASEC_2,RIASEC_3,RIASEC_4,RIASEC_5,RIASEC_6,RIASEC_7,RIASEC_8,RIASEC_9,RIASEC_10,RIASEC_11,RIASEC_12,RIASEC_13,RIASEC_14,RIASEC_15,RIASEC_16,RIASEC_17,RIASEC_18,RIASEC_19,RIASEC_20,RIASEC_21,RIASEC_22,RIASEC_23,RIASEC_24,RIASEC_25,RIASEC_26,RIASEC_27,RIASEC_28,RIASEC_29,RIASEC_30,RIASEC_31,RIASEC_32,RIASEC_33,RIASEC_34,RIASEC_35,RIASEC_36,RIASEC_37,RIASEC_38,RIASEC_39,RIASEC_40,RIASEC_41,RIASEC_42,RIASEC_43,RIASEC_44,RIASEC_45,RIASEC_46,RIASEC_47,RIASEC_48,RIASEC_49,RIASEC_50,RIASEC_51,RIASEC_52,RIASEC_53,RIASEC_54,RIASEC_55,RIASEC_56,RIASEC_57,RIASEC_58,RIASEC_59,RIASEC_60,NARC_1,NARC_2,NARC_3,NARC_4,NARC_5,NARC_6,NARC_7,NARC_8,NARC_9,NARC_10,NARC_11,NARC_12,NARC_13,NARC_14,NARC_15,NARC_16,NARC_17,NARC_18,Voc_Interests_5_R,Voc_Interests_7_R,Voc_Interests_11_R,Voc_Interests_13_R,Voc_Interests_15_R,Voc_Interests_24_R,Voc_Interests_27_R,Voc_Interests_34_R,Voc_Interests_51_R,Voc_Interests_9_I,Voc_Interests_10_I,Voc_Interests_14_I,Voc_Interests_21_I,Voc_Interests_25_I,Voc_Interests_29_I,Voc_Interests_32_I,Voc_Interests_39_I,Voc_Interests_52_I,Voc_Interests_2_A,Voc_Interests_3_A,Voc_Interests_6_A,Voc_Interests_19_A,Voc_Interests_22_A,Voc_Interests_30_A,Voc_Interests_38_A,Voc_Interests_44_A,Voc_Interests_54_A,Voc_Interests_16_S,Voc_Interests_23_S,Voc_Interests_35_S,Voc_Interests_43_S,Voc_Interests_45_S,Voc_Interests_46_S,Voc_Interests_47_S,Voc_Interests_48_S,Voc_Interests_53_S,Voc_Interests_18_E,Voc_Interests_26_E,Voc_Interests_28_E,Voc_Interests_31_E,Voc_Interests_33_E,Voc_Interests_37_E,Voc_Interests_41_E,Voc_Interests_42_E,Voc_Interests_50_E,Voc_Interests_1_C,Voc_Interests_4_C,Voc_Interests_8_C,Voc_Interests_12_C,Voc_Interests_17_C,Voc_Interests_20_C,Voc_Interests_36_C,Voc_Interests_40_C,Voc_Interests_49_C,WV1_achievement,WV6_achievement,WV4_status,WV5_status,WV12_status,WV8_altruism,WV11_altruism,WV15_altruism,WV2_safety,WV16_safety,WV17_safety,WV3_comfort,WV7_comfort,WV10_comfort,WV14_comfort,WV18_comfort,WV19_comfort,WV9_autonomy,WV13_autonomy,WV20_autonomy,Ethnicity,Work_status,Edu,Income,Age,Gender
821,R_3GfzN57BqyxTQZP,2,2,2,4,3,3,3,3,3,4,3,4,2,3,2,3,3,2,3,2,1,2,3,3,3,2,3,1,2,3,3,3,2,2,3,3,3,2,2,2,4,3,2,3,4,1,2,4,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,4,3,3,2,4,1,1,1,2,2,3,3,4,2,5,4,2,3,2,3,5,4,4,2,2,2,2,2,4,3,2,4,4,2,4,4,4,4,4,4,2,1,2,1,2,2,2,2,1,2,3,2,3,2,2,2,2,4,4,2,4,3,4,2,4,2,2,2,7,6,6,3,5,6,7,5,7,6,7,4,6,3,6,3,7,4,4,5,1,12,3,2,24,0
822,R_1EYe3bBYCBurFeX,4,4,3,2,2,4,3,2,2,2,4,3,2,4,4,4,4,4,3,4,3,4,3,1,2,2,2,2,4,2,2,4,4,4,3,2,2,3,2,1,3,4,2,4,4,4,4,2,4,4,3,3,2,4,4,4,3,4,4,3,5,2,2,4,4,5,4,3,5,3,3,2,2,2,1,2,5,2,5,4,2,2,2,2,5,2,4,5,5,2,2,2,5,4,4,5,3,4,5,4,2,2,5,5,3,4,2,4,5,2,4,4,4,2,2,4,5,4,5,5,4,5,2,5,4,5,4,5,5,5,5,5,7,7,7,5,6,6,7,7,7,5,7,7,7,7,7,4,7,7,7,7,1,12,3,2,48,1
824,R_2pSH2tvRbrdnX6d,3,3,3,3,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,2,3,5,2,2,1,2,3,2,2,3,3,3,2,4,1,2,2,4,3,2,3,2,3,1,2,4,3,2,2,3,2,2,1,1,1,2,1,2,2,3,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,3,2,2,3,2,2,2,3,1,4,4,2,1,4,4,6,2,6,5,5,2,6,5,7,2,6,3,5,5,4,12,2,3,34,0
824,R_1qg5DL5zTazFbHw,2,3,1,1,2,1,2,3,1,1,1,1,1,2,1,2,2,1,1,1,3,4,4,4,3,3,1,2,3,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,1,3,2,3,2,3,2,2,2,2,2,3,1,1,2,2,2,4,1,4,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,6,7,7,6,7,6,7,3,7,6,7,7,7,7,6,7,1,12,4,4,47,0
825,R_3CZrnOt91lH4h0u,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,3,2,2,2,5,3,3,2,4,2,2,2,4,3,3,3,4,2,2,4,2,4,4,2,2,4,2,4,4,4,4,3,4,3,2,2,4,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,1,3,2,2,3,2,2,3,2,2,6,6,4,4,6,6,6,5,7,6,7,6,6,3,6,5,7,7,6,7,1,11,4,1,58,1
833,R_31HrbCdR62hSJ9F,1,1,1,1,3,1,1,1,2,1,3,2,1,2,2,3,3,2,2,3,4,3,2,4,3,2,4,1,3,4,1,3,3,2,2,2,2,3,3,1,1,1,2,1,4,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,3,4,5,4,5,4,2,4,4,2,1,1,1,2,1,2,2,1,1,2,2,4,4,3,2,2,2,2,3,2,2,2,2,2,2,2,4,3,2,5,4,5,4,2,5,4,3,4,1,3,2,3,4,2,1,3,3,2,2,2,3,3,2,3,1,1,2,2,2,2,3,2,7,6,6,5,5,6,7,5,7,6,6,3,6,7,7,6,7,7,7,6,5,12,4,6,33,1
835,R_uaXjrnWUUbj3I4x,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,3,2,4,4,3,4,4,4,3,3,2,1,2,3,1,3,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,5,1,4,3,5,5,2,1,4,3,1,2,3,4,2,3,4,2,2,2,2,2,3,2,5,2,2,1,1,2,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,4,2,5,5,3,4,4,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,5,6,7,7,7,7,6,6,6,7,4,7,4,7,6,6,5,1,12,4,3,38,0
841,R_3gXH0DIWPtUAwQ6,1,1,1,1,3,3,3,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,3,3,3,4,2,1,3,3,1,3,3,1,3,1,3,1,3,4,2,1,2,3,1,2,1,1,1,1,4,3,3,2,3,2,3,2,3,3,3,1,4,2,5,4,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,2,4,4,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,7,6,5,5,7,5,7,5,7,7,7,2,7,3,6,5,6,5,5,7,1,12,4,3,37,1
842,R_1QAYwogXYqhnfIi,2,2,3,3,2,1,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3,1,2,2,3,1,2,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,2,2,2,1,2,2,2,2,2,2,4,2,3,2,5,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,4,4,4,1,1,4,1,3,2,1,1,2,1,4,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,7,7,4,1,4,5,7,4,7,7,5,5,6,4,6,6,6,4,7,6,1,12,4,2,59,1
845,R_21G4OaIKKaSiMtr,1,1,1,3,1,4,3,1,3,1,1,1,1,2,1,1,4,1,1,1,3,4,1,3,1,4,3,3,1,1,1,3,4,2,4,3,1,3,2,1,1,1,3,4,4,4,1,1,4,1,3,4,1,3,4,1,4,4,4,4,4,3,4,1,5,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,1,2,4,4,1,4,5,5,1,5,5,4,1,1,1,1,1,3,1,1,1,1,3,1,5,1,1,1,1,1,3,4,1,1,5,3,1,7,7,1,4,1,1,7,7,7,1,1,4,7,7,7,7,7,7,7,7,1,12,8,1,53,1
845,R_uwfkpaCUAWsVESl,2,3,2,4,3,4,3,3,3,1,4,3,4,4,3,4,3,4,3,3,4,3,2,4,3,3,4,1,1,4,3,3,4,2,3,3,2,2,2,1,4,3,1,3,4,3,2,3,2,2,2,3,2,3,3,2,3,1,4,2,4,2,1,2,3,1,1,1,2,2,2,1,4,4,2,2,6,2,4,3,2,2,4,2,1,4,3,5,5,4,4,5,4,2,4,4,1,4,4,4,4,4,2,2,4,4,2,2,4,1,2,2,2,2,4,3,3,2,2,2,2,2,3,4,4,3,4,3,2,2,2,2,6,7,7,6,6,6,7,7,6,6,5,7,7,5,7,7,7,6,6,6,6,12,7,6,52,0
846,R_2TyCJ3I91iBvrf3,2,1,2,4,2,3,3,3,2,1,3,3,3,3,3,2,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,2,3,3,3,4,4,3,4,4,5,4,4,4,5,3,2,2,5,5,4,3,4,3,2,1,1,2,4,2,1,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,5,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,6,7,6,5,6,7,6,7,7,5,6,6,6,3,7,3,5,6,3,5,1,12,4,4,42,1
848,R_1jOlWbDXjk7E2m8,3,2,3,4,2,3,1,3,2,4,2,2,3,3,4,4,4,3,3,3,3,3,4,3,4,3,4,1,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,3,2,3,2,4,4,2,2,3,4,3,3,4,5,4,2,4,2,3,2,2,3,2,3,4,3,3,3,3,4,2,1,4,3,2,4,2,1,2,3,2,2,3,3,3,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,3,1,2,4,1,2,3,3,4,2,3,3,5,5,6,2,4,7,5,3,6,7,7,4,5,7,7,4,7,5,5,7,1,12,7,4,49,0
849,R_2QEgXPWo79x4nBU,3,2,2,2,2,2,2,1,2,1,4,4,3,4,4,3,4,4,2,4,3,3,2,3,3,2,2,1,3,2,3,3,1,4,4,2,3,2,2,3,2,2,2,1,3,1,2,1,1,1,3,2,2,3,3,1,2,1,3,3,3,2,2,1,5,2,2,2,4,1,1,1,2,2,2,3,3,2,4,1,2,1,3,1,3,3,1,5,5,3,2,5,5,5,5,5,5,1,4,4,1,4,5,2,4,2,2,4,4,3,3,4,2,1,1,4,1,1,5,2,1,2,2,4,5,3,1,2,4,1,2,1,7,5,5,4,3,4,6,5,7,4,5,3,6,5,7,3,7,5,5,7,1,12,4,3,25,1
851,R_Rsg727e4yUOm4iB,2,2,2,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,4,3,4,4,4,3,2,2,4,1,3,2,2,3,3,4,3,3,3,2,2,2,2,3,2,2,3,1,2,1,2,2,3,2,1,2,2,1,1,4,1,2,4,5,3,5,2,5,1,1,1,2,2,1,2,3,1,1,4,1,4,4,3,4,4,2,4,5,4,2,3,4,2,4,3,1,1,5,2,4,4,5,2,4,4,3,4,2,3,3,3,3,2,1,2,2,2,2,2,2,1,2,1,1,1,1,4,2,2,1,2,7,7,7,1,7,6,7,5,6,7,7,6,6,5,7,4,7,6,6,6,1,12,6,3,54,1
855,R_2B2nmSAGH5GO6Oy,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,4,3,4,3,3,4,4,2,3,3,3,3,2,2,3,3,2,2,3,1,4,1,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,4,2,2,1,4,2,1,1,1,1,2,1,5,1,2,2,2,3,5,2,3,2,2,3,4,3,4,2,4,2,2,2,4,4,4,3,5,4,5,2,5,3,2,2,3,2,3,4,2,2,1,2,2,2,2,2,2,3,3,3,2,4,3,3,2,4,3,2,6,6,6,5,6,7,7,6,7,6,6,3,7,6,7,6,7,6,6,7,1,12,3,4,51,1
857,R_2DT8EnIOviNeudX,3,2,2,1,3,2,3,4,3,2,4,3,2,2,3,2,4,2,3,2,3,3,4,2,4,3,1,3,2,4,2,2,2,1,3,3,2,1,2,2,2,3,3,2,3,2,2,1,1,2,3,2,2,3,4,3,2,3,3,2,6,5,4,3,1,5,2,4,2,4,2,3,3,3,4,3,5,2,3,5,3,5,3,4,2,2,2,2,3,5,4,2,4,3,2,5,3,2,3,2,2,2,3,4,3,2,3,1,3,3,2,4,3,5,3,3,4,3,1,4,2,2,3,2,1,2,2,2,4,3,2,2,3,2,3,6,3,5,3,4,2,4,3,4,6,4,5,5,4,3,6,1,4,12,3,7,43,0
858,R_R3RNGrnc5ZM4KGt,2,2,3,4,3,1,2,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,3,3,4,2,2,4,2,1,2,1,2,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,4,4,3,4,4,4,4,4,4,4,1,2,2,1,3,2,1,2,1,4,4,4,4,4,2,2,5,2,4,4,4,2,4,2,2,4,2,4,4,4,5,1,4,1,2,2,4,1,4,2,4,2,2,4,4,1,2,2,1,1,1,1,1,1,1,4,1,2,2,1,1,2,1,4,4,2,4,2,1,4,2,1,6,3,3,1,4,7,6,5,7,7,6,2,6,7,7,3,7,5,6,6,1,12,6,5,29,0
859,R_3KHEqyU1qiq3xgk,2,2,3,2,3,3,2,3,2,3,2,3,3,4,4,3,3,3,3,3,3,4,4,3,4,3,3,2,4,4,3,3,3,3,3,3,3,3,1,2,3,2,1,1,3,3,3,3,2,2,3,2,3,3,1,3,2,1,2,2,2,1,3,3,5,2,2,3,5,3,1,2,1,2,2,2,1,1,4,3,1,2,2,2,4,4,2,4,2,5,3,2,4,3,4,4,4,3,4,4,4,5,4,3,4,3,2,2,2,3,3,4,3,1,1,3,2,2,3,2,3,3,2,2,4,2,1,2,2,2,3,2,6,6,5,4,6,3,5,3,6,5,4,4,6,5,6,5,7,5,7,6,1,12,3,3,28,0
859,R_3PjiGahORMh6Vi5,3,2,3,2,3,3,2,2,2,1,2,3,3,2,3,2,2,2,2,3,3,4,3,3,2,3,2,3,2,2,2,3,3,2,4,2,3,4,2,2,2,2,2,2,2,2,1,3,2,2,3,3,2,3,3,4,3,4,4,3,4,2,4,2,5,2,2,2,3,5,2,4,2,2,2,2,5,2,1,4,2,2,2,1,1,2,1,4,3,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,4,1,4,1,4,1,4,1,1,1,2,2,2,1,5,1,1,1,5,1,4,5,2,1,5,4,1,7,6,7,6,5,7,6,6,7,7,7,7,7,5,7,7,7,7,7,7,1,12,4,5,57,1
861,R_2QyZt9P2gjJGBFC,1,1,1,3,1,3,1,2,3,2,3,2,3,1,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,3,3,1,3,1,2,2,1,4,1,3,1,3,2,2,1,1,2,2,2,1,1,3,3,3,3,2,3,1,4,2,3,2,4,2,4,2,4,3,2,3,2,2,4,3,4,4,1,1,1,1,2,1,1,1,1,4,2,1,3,2,1,4,1,3,2,3,1,2,2,1,1,1,1,4,5,3,1,4,3,3,2,1,4,2,4,1,2,4,1,1,1,2,2,3,4,2,2,2,1,1,4,6,5,5,5,6,5,5,7,5,4,5,4,2,6,4,7,5,5,6,1,12,6,4,33,0
862,R_33dJK78jBIfuP0D,2,2,2,3,2,1,2,2,2,3,4,4,4,4,3,3,4,4,4,4,1,2,1,2,4,1,3,1,1,3,1,1,1,2,3,2,2,1,2,1,3,2,1,2,3,2,2,2,2,3,3,2,3,3,3,3,3,2,3,3,2,1,2,1,3,2,3,2,5,4,1,3,2,2,2,1,4,1,3,3,2,2,4,4,4,3,1,5,5,4,4,1,5,5,5,4,2,3,4,4,4,4,2,2,3,1,1,1,2,1,1,2,2,2,2,4,3,3,2,2,2,3,4,2,3,2,3,2,3,2,3,3,6,5,7,2,6,5,5,6,7,6,6,5,3,5,7,2,7,5,6,7,1,12,3,2,28,0
862,R_2zqgXhuhzoIQGSE,3,3,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,3,1,2,3,2,2,2,2,3,2,2,2,1,2,4,2,1,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,3,3,1,2,2,2,2,2,3,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,5,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,4,4,2,2,2,4,2,5,5,5,3,5,5,5,5,6,5,5,4,7,6,7,4,6,5,6,5,1,12,2,3,35,0
867,R_1OOaTZiNqsiPYgW,3,2,3,3,2,1,2,3,2,2,1,2,1,3,1,2,2,1,1,2,4,4,3,1,4,4,4,2,2,3,3,3,2,1,3,2,3,1,1,3,2,1,1,1,3,4,2,2,2,1,1,3,2,1,3,2,2,2,3,2,3,5,2,3,4,2,4,2,5,5,1,2,2,2,2,2,2,1,3,2,3,4,5,2,3,4,1,1,4,2,2,1,3,1,3,4,5,2,2,4,5,2,5,3,5,3,3,2,1,4,2,1,1,1,1,1,1,1,3,1,4,3,5,1,3,3,3,2,2,1,2,1,6,6,4,4,2,6,7,4,6,5,5,3,7,7,6,4,6,7,7,6,1,12,4,1,28,1
867,R_2XoY6YH0SScC2rM,1,3,2,3,4,2,3,3,2,4,4,4,4,3,4,3,4,4,4,4,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,2,4,1,2,4,1,1,1,2,1,1,2,1,1,1,3,1,4,4,2,1,2,3,2,2,4,1,1,1,4,3,2,1,5,1,1,1,1,1,1,1,1,1,3,2,4,4,3,4,4,4,2,5,3,5,2,4,4,5,4,4,4,2,4,3,3,4,4,3,4,4,2,4,4,4,5,3,4,2,1,2,2,1,3,2,2,2,1,2,4,4,2,2,2,2,2,2,6,5,6,2,5,7,7,4,7,7,7,2,6,2,7,6,7,5,5,3,1,12,4,5,21,0
868,R_2QuHqRDQvKnGJA2,2,1,1,1,3,1,1,1,2,3,2,3,2,3,1,3,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,2,1,1,3,2,4,3,2,4,3,4,3,3,4,5,4,2,4,2,4,2,5,5,4,4,4,5,3,2,4,2,3,4,1,3,2,1,3,3,4,2,1,5,4,2,1,1,3,1,1,1,3,1,2,2,1,1,3,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,5,4,2,5,2,1,2,3,2,4,3,6,3,3,6,3,2,6,4,4,3,7,5,6,2,6,2,4,3,6,12,4,3,30,0
868,R_25tnEGn62XI5J7l,3,2,4,3,3,2,3,2,3,3,3,4,4,3,3,3,4,4,4,3,3,3,4,3,2,2,3,1,2,2,3,3,2,2,3,1,1,2,1,1,3,1,1,2,3,2,2,1,1,1,3,3,3,3,3,3,3,3,3,2,4,2,3,4,4,3,3,3,4,5,2,5,5,6,2,3,1,1,4,3,3,4,2,3,4,3,1,5,5,5,5,2,5,4,4,2,2,1,4,4,4,2,5,4,4,2,1,2,1,1,2,1,1,1,1,2,3,3,2,1,3,1,3,4,4,2,2,2,1,4,3,1,7,7,7,2,6,6,7,6,7,6,6,6,7,6,7,5,7,7,6,5,1,12,6,6,31,0
868,R_3lM0UWPszSqxkPa,2,2,2,3,2,3,3,3,2,2,4,4,4,3,4,4,4,4,4,4,2,3,2,2,4,3,2,3,2,3,3,4,3,3,4,3,3,3,2,2,2,2,2,3,3,3,4,2,1,1,4,4,4,2,3,2,2,2,3,2,4,1,4,3,5,2,4,2,6,2,6,1,2,2,1,1,2,1,4,2,2,3,3,2,4,4,4,5,4,5,4,4,4,4,5,5,2,3,3,3,4,2,4,4,4,4,2,3,4,2,4,5,4,3,2,3,3,2,4,2,2,2,3,3,4,2,5,5,3,3,3,3,7,7,6,3,5,5,7,7,7,7,6,6,7,5,6,3,7,5,6,4,1,12,5,6,34,1
875,R_2dRto9LxAnUMPtb,2,3,2,3,2,3,2,4,2,3,2,2,3,2,1,3,2,2,2,2,4,3,3,3,2,2,4,1,4,3,3,4,4,2,4,4,2,3,3,4,4,2,2,3,3,2,3,2,1,3,3,2,4,3,1,3,2,2,2,2,5,4,4,3,3,2,3,3,4,4,1,3,2,2,2,1,3,1,5,2,3,3,2,4,3,2,4,2,2,4,4,2,3,2,2,2,4,1,5,3,3,2,5,4,5,5,5,2,2,5,4,5,5,1,2,3,3,3,4,4,2,4,5,2,2,2,3,1,1,3,4,2,7,7,4,5,5,3,5,7,6,4,2,1,5,4,5,4,5,6,4,4,1,12,6,3,31,0
875,R_2E4yxUJPAtHxrNU,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,1,2,2,3,2,1,3,2,2,4,3,3,3,3,3,2,3,3,2,3,2,3,2,4,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,3,4,4,3,2,4,4,3,4,2,2,3,2,4,4,4,2,4,2,3,4,2,1,2,4,3,1,1,3,3,2,2,3,2,2,3,4,2,2,2,3,2,4,2,1,6,4,6,3,4,5,5,4,6,5,5,3,6,6,6,5,7,6,7,6,9,12,4,3,26,1
879,R_27y9SPatw0OaBh0,2,3,3,2,4,1,2,3,3,1,4,3,3,4,4,3,4,4,4,4,4,2,2,2,3,3,4,2,1,2,1,1,2,1,2,1,3,1,2,2,4,4,1,3,4,2,2,2,2,1,4,3,4,4,2,3,2,2,2,2,1,1,1,1,5,1,1,1,4,2,1,1,2,2,1,1,3,1,1,1,2,2,4,2,1,3,1,5,3,4,4,1,5,4,5,1,1,1,2,3,4,1,2,3,5,2,1,1,1,2,1,3,1,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,7,5,7,2,5,7,7,4,7,7,6,4,7,7,7,4,7,7,7,7,1,12,6,5,27,1
883,R_qVfiHmAgWOVZ4LD,2,4,3,4,2,2,3,2,2,4,4,4,4,2,3,4,4,2,3,2,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,4,2,4,4,4,4,4,3,2,2,2,1,2,2,2,1,1,2,1,6,6,6,5,6,6,6,6,6,6,4,4,6,6,5,6,5,4,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,2,2,5,5,2,5,2,5,5,5,2,5,2,5,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,12,6,4,84,0
883,R_2ZVntVwOh1NmZiO,4,4,4,4,4,1,3,4,2,4,3,1,3,3,4,4,2,4,1,4,1,1,1,2,1,1,1,4,1,1,3,3,1,3,3,1,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,4,1,3,2,2,3,3,3,3,2,2,3,2,5,2,4,2,5,2,5,2,2,2,2,2,2,2,3,5,5,5,5,5,4,4,4,4,5,2,1,1,4,4,1,5,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,6,6,6,4,4,6,7,3,6,6,6,6,6,5,6,3,6,6,5,5,1,12,3,2,52,1
884,R_r74PFGw1y2qKqOd,2,1,1,3,4,2,3,2,3,2,3,3,4,4,1,2,3,2,2,2,1,1,1,2,2,2,3,1,2,3,2,2,1,1,3,3,3,2,1,1,3,2,2,3,4,4,3,3,1,2,3,1,4,2,1,1,1,2,2,1,4,3,4,4,6,6,4,5,5,1,1,1,1,2,1,1,3,1,5,2,2,1,1,4,2,5,2,2,5,5,5,1,1,2,4,1,5,5,4,5,4,2,4,1,4,1,1,1,1,1,2,2,1,1,2,4,4,2,5,4,2,4,2,4,5,2,4,1,2,1,2,1,7,7,7,7,7,7,7,7,7,7,7,6,7,1,7,7,7,7,7,7,1,12,3,3,25,0
886,R_Dqps7VIasoT42FX,2,3,3,4,2,1,3,3,3,4,3,4,3,3,3,3,3,2,4,3,3,3,3,3,4,2,3,2,2,2,3,3,2,2,3,3,4,3,1,3,3,2,2,3,3,3,3,2,2,2,3,2,3,4,3,3,3,3,3,3,4,2,4,4,5,3,6,4,5,2,1,2,6,5,4,4,5,2,4,2,3,3,4,3,3,2,2,4,3,4,2,2,4,4,2,4,4,4,2,5,2,4,5,4,4,4,2,4,2,3,3,3,2,4,3,2,4,2,5,2,2,2,4,2,4,2,4,3,4,2,4,3,6,7,7,5,4,5,6,5,7,7,7,4,6,2,7,6,7,4,7,7,1,1,5,5,36,0
887,R_veNn4oFUaYnlPZD,2,2,2,4,3,3,3,4,3,3,3,3,4,3,3,3,2,3,3,3,1,2,1,3,3,2,3,1,1,3,2,1,2,1,2,3,1,1,1,3,4,3,1,3,4,3,2,2,2,3,4,3,3,4,3,4,3,4,4,1,3,2,3,2,5,5,3,4,5,2,2,2,2,2,2,2,2,3,4,3,2,2,4,2,2,2,3,4,5,3,4,3,4,4,3,4,1,3,4,5,2,2,2,2,1,1,5,2,3,3,2,2,3,1,4,5,4,4,3,2,2,4,4,5,4,4,4,3,3,3,2,2,6,6,6,5,6,6,4,3,6,5,6,5,7,6,7,5,5,6,6,6,1,12,4,3,28,0
887,R_2Vg805tR5NKRO72,2,1,2,3,2,2,2,2,2,1,4,3,3,4,1,2,4,2,3,2,4,4,4,4,4,3,4,2,2,4,2,4,3,3,3,3,3,2,2,2,4,2,2,3,4,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,3,2,4,3,4,3,3,3,5,2,1,2,2,2,2,2,4,2,1,2,2,2,4,2,2,4,2,3,4,5,4,4,4,3,5,4,4,3,4,4,5,5,5,4,5,3,4,3,2,3,2,3,2,2,2,4,3,1,2,3,3,4,3,2,2,2,3,2,2,2,2,1,7,6,7,4,6,7,7,7,7,6,7,5,6,3,7,5,7,6,5,5,1,12,4,5,45,0
